device_id,os_type,control_name,expected,found
EDG-81170,Edge,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
EDG-81170,Edge,Disable Flash Player,Disabled,Non-compliant
EDG-65830,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-65830,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-65830,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-65830,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-65830,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-16561,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-16561,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-16561,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-16561,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-16561,Edge,Disable Flash Player,Disabled,Non-compliant
EDG-41571,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-41571,Edge,Disable Background Apps after Browser Close,Disabled,Non-compliant
EDG-41571,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-41571,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-41571,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-41571,Edge,Disable Flash Player,Disabled,Non-compliant
EDG-60994,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-60994,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-60994,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-60994,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-60994,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-75052,Edge,Disable Password Manager,Disabled,Non-compliant
EDG-75052,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-75052,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-75052,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-75052,Edge,Disable Clipboard Access in Browser,Disabled (Recommended),Non-compliant
EDG-75052,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-75052,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-75052,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-75052,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-27294,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-27294,Edge,Disable Password Manager,Disabled,Non-compliant
EDG-27294,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-27294,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-27294,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-27294,Edge,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
EDG-27294,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-18708,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-18708,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-18708,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-18708,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-18708,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-94684,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-94684,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-94684,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-94684,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-94684,Edge,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
EDG-38093,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-38093,Edge,Disable Clipboard Access in Browser,Disabled (Recommended),Non-compliant
EDG-38093,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-38093,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-82856,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-82856,Edge,Enable Application Guard,Enabled,Non-compliant
EDG-82856,Edge,Disable Microphone Access,Blocked,Non-compliant
EDG-82856,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-82856,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-42163,Edge,Disable Autofill for Forms,Disabled,Non-compliant
EDG-42163,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-42163,Edge,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
EDG-42163,Edge,Disable Background Apps after Browser Close,Disabled,Non-compliant
EDG-42163,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-42163,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-42163,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-42163,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-42163,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-42163,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-42163,Edge,Disable Autofill Save Prompt,Disabled,Non-compliant
EDG-42163,Edge,Disable Microphone Access,Blocked,Non-compliant
EDG-42163,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-75413,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-75413,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-75413,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-75413,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-75413,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-15746,Edge,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
EDG-15746,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-15746,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-15746,Edge,Disable Sending Browser Data to Microsoft,Disabled,Non-compliant
EDG-15746,Edge,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
EDG-15746,Edge,Enable Application Guard,Enabled,Non-compliant
EDG-15746,Edge,Disable Flash Player,Disabled,Non-compliant
EDG-29481,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-29481,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-29481,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-29481,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-29481,Edge,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
EDG-29481,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-90146,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-90146,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-90146,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-90146,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-84104,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-84104,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-84104,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-84104,Edge,Disable Sync Features,Disabled,Non-compliant
EDG-84104,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-84104,Edge,Disable Location Access,Blocked,Non-compliant
EDG-58775,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-58775,Edge,Disable Sync Features,Disabled,Non-compliant
EDG-58775,Edge,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
EDG-58775,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-58775,Edge,Disable Flash Player,Disabled,Non-compliant
EDG-30316,Edge,Disable Autofill for Forms,Disabled,Non-compliant
EDG-30316,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-30316,Edge,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
EDG-30316,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-21624,Edge,Disable Autofill for Forms,Disabled,Non-compliant
EDG-21624,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-21624,Edge,Disable Sync Features,Disabled,Non-compliant
EDG-21624,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-21624,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-21624,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-21624,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-21624,Edge,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
EDG-67141,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-67141,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-67141,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-67141,Edge,Disable Clipboard Access in Browser,Disabled (Recommended),Non-compliant
EDG-67141,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-67141,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-67141,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-67141,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-67141,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-44225,Edge,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
EDG-44225,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-44225,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-44225,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-44225,Edge,Enable Application Guard,Enabled,Non-compliant
EDG-44225,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-44225,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-44225,Edge,Disable Location Access,Blocked,Non-compliant
EDG-44225,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-99251,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-99251,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-99251,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-84063,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-84063,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-84063,Edge,Disable Location Access,Blocked,Non-compliant
EDG-84063,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-84063,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-45262,Edge,Disable Password Manager,Disabled,Non-compliant
EDG-45262,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-45262,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-45262,Edge,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
EDG-95265,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-95265,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-95265,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-95265,Edge,Disable Sync Features,Disabled,Non-compliant
EDG-95265,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-95265,Edge,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
EDG-95265,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-95265,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-95265,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-95265,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-95265,Edge,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
EDG-79621,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-79621,Edge,Disable Background Apps after Browser Close,Disabled,Non-compliant
EDG-79621,Edge,Disable Sync Features,Disabled,Non-compliant
EDG-79621,Edge,Disable Sending Browser Data to Microsoft,Disabled,Non-compliant
EDG-79621,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-79621,Edge,Disable Clipboard Access in Browser,Disabled (Recommended),Non-compliant
EDG-79621,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-79621,Edge,Disable Autofill Save Prompt,Disabled,Non-compliant
EDG-79621,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-98574,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-98574,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-98574,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-98574,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-98574,Edge,Disable Sending Browser Data to Microsoft,Disabled,Non-compliant
EDG-98574,Edge,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
EDG-98574,Edge,Disable Clipboard Access in Browser,Disabled (Recommended),Non-compliant
EDG-98574,Edge,Enable Application Guard,Enabled,Non-compliant
EDG-98574,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-96989,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-96989,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-96989,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-96989,Edge,Disable Clipboard Access in Browser,Disabled (Recommended),Non-compliant
EDG-96989,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-96989,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-96989,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-96989,Edge,Disable Microphone Access,Blocked,Non-compliant
EDG-96989,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-67895,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-67895,Edge,Disable Sync Features,Disabled,Non-compliant
EDG-67895,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-67895,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-67895,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-67895,Edge,Disable Autofill Save Prompt,Disabled,Non-compliant
EDG-67895,Edge,Disable Microphone Access,Blocked,Non-compliant
EDG-67895,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-40268,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-40268,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-40268,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-70127,Edge,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
EDG-70127,Edge,Disable Sync Features,Disabled,Non-compliant
EDG-70127,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-70127,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-70127,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-70127,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-70127,Edge,Disable Flash Player,Disabled,Non-compliant
EDG-14373,Edge,Disable Autofill for Forms,Disabled,Non-compliant
EDG-14373,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-14373,Edge,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
EDG-14373,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-14373,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-14373,Edge,Disable Autofill Save Prompt,Disabled,Non-compliant
EDG-14373,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-14373,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-14373,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-14373,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-42831,Edge,Disable Autofill for Forms,Disabled,Non-compliant
EDG-42831,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-42831,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-42831,Edge,Enable Application Guard,Enabled,Non-compliant
EDG-42831,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-42831,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-42831,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-65053,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-65053,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-65053,Edge,Disable Background Apps after Browser Close,Disabled,Non-compliant
EDG-65053,Edge,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
EDG-93100,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-93100,Edge,Disable Password Manager,Disabled,Non-compliant
EDG-93100,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-93100,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-93100,Edge,Disable Autofill Save Prompt,Disabled,Non-compliant
EDG-93100,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-93100,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-37261,Edge,Disable Password Manager,Disabled,Non-compliant
EDG-37261,Edge,Disable Autofill for Forms,Disabled,Non-compliant
EDG-37261,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-37261,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-37261,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-37261,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-37261,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-37261,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-37261,Edge,Disable Flash Player,Disabled,Non-compliant
EDG-37261,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-96115,Edge,Disable Password Manager,Disabled,Non-compliant
EDG-96115,Edge,Disable Background Apps after Browser Close,Disabled,Non-compliant
EDG-96115,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-96115,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-96115,Edge,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
EDG-96115,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-96115,Edge,Disable Microphone Access,Blocked,Non-compliant
EDG-98439,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-98439,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-98439,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-98439,Edge,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
EDG-98439,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-77398,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-77398,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-77398,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-63988,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-63988,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-63988,Edge,Disable Microphone Access,Blocked,Non-compliant
EDG-63988,Edge,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
EDG-63988,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-10035,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-10035,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-10035,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-10035,Edge,Disable Clipboard Access in Browser,Disabled (Recommended),Non-compliant
EDG-76654,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-76654,Edge,Disable Background Apps after Browser Close,Disabled,Non-compliant
EDG-76654,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-76654,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-87395,Edge,Disable Autofill for Forms,Disabled,Non-compliant
EDG-87395,Edge,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
EDG-87395,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-87395,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-87395,Edge,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
EDG-87395,Edge,Disable Autofill Save Prompt,Disabled,Non-compliant
EDG-87395,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-87395,Edge,Disable Microphone Access,Blocked,Non-compliant
EDG-87395,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-68424,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-68424,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-68424,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-68424,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-68424,Edge,Disable Sending Browser Data to Microsoft,Disabled,Non-compliant
EDG-68424,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-68424,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-51726,Edge,Disable Password Manager,Disabled,Non-compliant
EDG-51726,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-51726,Edge,Disable Sending Browser Data to Microsoft,Disabled,Non-compliant
EDG-51726,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-51726,Edge,Disable Location Access,Blocked,Non-compliant
EDG-19658,Edge,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
EDG-19658,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-19658,Edge,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
EDG-19658,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-48073,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-48073,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-48073,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-48073,Edge,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
EDG-76836,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-76836,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-76836,Edge,Enable Application Guard,Enabled,Non-compliant
EDG-76836,Edge,Disable Media Autoplay,Disabled,Non-compliant
EDG-76836,Edge,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
EDG-81436,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-81436,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-81436,Edge,Disable Background Apps after Browser Close,Disabled,Non-compliant
EDG-81436,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-81436,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-81436,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-81436,Edge,Disable Location Access,Blocked,Non-compliant
EDG-81436,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-89953,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-89953,Edge,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
EDG-89953,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-89953,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-89953,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-89953,Edge,Disable Form Data Saving,Disabled,Non-compliant
EDG-89953,Edge,Disable Location Access,Blocked,Non-compliant
EDG-81165,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-81165,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-81165,Edge,Block Access to Edge Settings,Restricted,Non-compliant
EDG-81165,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-89645,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-89645,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-89645,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-89645,Edge,Disable Password Reveal Button,Disabled,Non-compliant
EDG-89645,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-89645,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-89645,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-89645,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-89645,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-35548,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-35548,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-35548,Edge,Disable Sending Browser Data to Microsoft,Disabled,Non-compliant
EDG-35548,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-35548,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-62069,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-62069,Edge,Disable Autofill Address Profiles,Disabled,Non-compliant
EDG-62069,Edge,Disable Automatic Profile Switching,Disabled,Non-compliant
EDG-62069,Edge,Disable Location Access,Blocked,Non-compliant
EDG-62069,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-62069,Edge,Disable Autofill Credit Card Save,Disabled,Non-compliant
EDG-57128,Edge,Disable Autofill for Payment Methods,Disabled,Non-compliant
EDG-57128,Edge,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
EDG-57128,Edge,Block Pop-ups,Blocked,Non-compliant
EDG-57128,Edge,Enable Application Guard,Enabled,Non-compliant
EDG-57128,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-57128,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-57128,Edge,Enable Strict Site Isolation,Enabled,Non-compliant
EDG-52020,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-52020,Edge,Disable Background Apps after Browser Close,Disabled,Non-compliant
EDG-52020,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-52020,Edge,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
EDG-63886,Edge,Disable Password Manager Autofill Prompt,Disabled,Non-compliant
EDG-63886,Edge,Enforce HTTPS-only Mode,Enabled (Recommended),Non-compliant
EDG-63886,Edge,Disable Autofill Save Prompt,Disabled,Non-compliant
EDG-63886,Edge,Disable Microphone Access,Blocked,Non-compliant
EDG-63886,Edge,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
EDG-12178,Edge,Disable Desktop Notifications,Disabled,Non-compliant
EDG-12178,Edge,Disable QUIC Protocol,Disabled,Non-compliant
EDG-12178,Edge,Disable Sync Features,Disabled,Non-compliant
EDG-12178,Edge,Enable Application Guard,Enabled,Non-compliant
EDG-12178,Edge,Block Third-party Cookies,Blocked,Non-compliant
EDG-12178,Edge,Disable Location Access,Blocked,Non-compliant
EDG-12178,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-94574,Edge,Disable Password Manager,Disabled,Non-compliant
EDG-94574,Edge,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
EDG-94574,Edge,Disable Camera Access,Blocked,Non-compliant
EDG-94574,Edge,Enable Tracking Protection,Enabled,Non-compliant
EDG-98313,Edge,Enable Microsoft Defender SmartScreen,Enabled,Non-compliant
EDG-98313,Edge,Enable Safe Browsing Protection,Enabled,Non-compliant
EDG-98313,Edge,Enable Site Isolation Mode,Enabled,Non-compliant
EDG-98313,Edge,Disable Insecure Content Loading,Block,Non-compliant
EDG-98313,Edge,Disable Autofill Save Prompt,Disabled,Non-compliant
EDG-98313,Edge,Disable Camera Access,Blocked,Non-compliant
